Unnamed: 0,Protein1_ID,class,IAV Segment,IAV Strain
1112,Q9NRP2,Human,,
1113,Q9UM73,Human,,
1114,Q7L622,Human,,
1115,O43405,Human,,
1116,Q13033,Human,,
1117,O75962,Human,,
1118,Q15404,Human,,
1119,P29376,Human,,
1120,Q15811,Human,,
1121,Q9P0S3,Human,,
1122,Q96EY9,Human,,
1123,Q9H4B0,Human,,
1124,Q9NWL6,Human,,
1125,O00515,Human,,
1126,O00505,Human,,
1127,Q0VDI3,Human,,
1128,O94925,Human,,
1129,Q9HCM4,Human,,
1130,P37173,Human,,
1131,P01137,Human,,
1132,Q96JB3,Human,,
1133,P21246,Human,,
1134,P04083,Human,,
1135,Q8WVM8,Human,,
1136,Q9HD90,Human,,
1137,Q86VW0,Human,,
1138,Q96J94,Human,,
1139,Q8IZA3,Human,,
1140,P46663,Human,,
1141,O15350,Human,,
1142,Q53FP2,Human,,
1143,P35462,Human,,
1144,Q92752,Human,,
1145,Q8TCZ2,Human,,
1146,Q86SH2,Human,,
1147,P42229,Human,,
1148,P51692,Human,,
1149,O60333,Human,,
1150,P41235,Human,,
1151,Q96QU8,Human,,
1152,O15511,Human,,
1153,Q6ZSZ6,Human,,
1154,P61812,Human,,
1155,P10600,Human,,
1156,P09972,Human,,
1157,P62508,Human,,
1158,P50281,Human,,
1159,P16152,Human,,
1160,O75828,Human,,
1161,O43353,Human,,
1162,Q16678,Human,,
1163,P19174,Human,,
1164,Q86UW7,Human,,
1165,O75469,Human,,
1166,Q14781,Human,,
1167,Q99613,Human,,
1168,P35226,Human,,
1169,P49336,Human,,
1170,P18545,Human,,
1171,Q16537,Human,,
1172,Q9UIW0,Human,,
1173,Q5SQQ9,Human,,
1174,O14610,Human,,
1175,Q9UBS5,Human,,
1176,Q99259,Human,,
1177,Q96MM7,Human,,
1178,O43246,Human,,
1179,Q13393,Human,,
1180,P46059,Human,,
1181,P55072,Human,,
1182,P04216,Human,,
1183,Q9H0I9,Human,,
1184,P51854,Human,,
1185,P29401,Human,,
1186,P13693,Human,,
1187,P35613,Human,,
1188,Q04741,Human,,
1189,P26373,Human,,
1190,P31751,Human,,
1191,Q9NY30,Human,,
1192,Q14765,Human,,
1193,Q96JP0,Human,,
1194,Q8IWA0,Human,,
1195,Q9Y680,Human,,
1196,Q96H72,Human,,
1197,Q6ZTI6,Human,,
1198,Q8WYH8,Human,,
1199,Q92506,Human,,
1200,Q9BPY8,Human,,
1201,O75592,Human,,
1202,O15439,Human,,
1203,P84103,Human,,
1204,P05549,Human,,
1205,O60828,Human,,
1206,Q92917,Human,,
1207,Q86XA9,Human,,
1208,P21860,Human,,
1209,Q9UQ80,Human,,
1210,Q12851,Human,,
1211,Q99536,Human,,
1212,P52198,Human,,
1213,Q6P0N0,Human,,
1214,P02730,Human,,
1215,P0CB47,Human,,
1216,P17480,Human,,
1217,Q14CW9,Human,,
1218,Q71RG4,Human,,
1219,Q96NS5,Human,,
1220,Q8WZ60,Human,,
1221,P61204,Human,,
1222,P35626,Human,,
1223,O60840,Human,,
1224,P08247,Human,,
1225,O15090,Human,,
1226,Q8IXS2,Human,,
1227,Q7RTM1,Human,,
1228,Q8WTU0,Human,,
1229,Q5TDH0,Human,,
1230,P51572,Human,,
1231,Q9Y5X1,Human,,
1232,Q9NQ36,Human,,
1233,Q9H4I2,Human,,
1234,Q9Y6X8,Human,,
1235,Q9Y5V3,Human,,
1236,Q96MG7,Human,,
1237,Q9UJ55,Human,,
1238,A2A368,Human,,
1239,Q9HCI5,Human,,
1240,Q99608,Human,,
1241,Q96M61,Human,,
1242,Q96QU1,Human,,
1243,Q70JA7,Human,,
1244,Q5BIV9,Human,,
1245,Q9H5J4,Human,,
1246,Q9HB03,Human,,
1247,P09467,Human,,
1248,P68371,Human,,
1249,P07437,Human,,
1250,Q9BT17,Human,,
1251,P01160,Human,,
1252,Q8TEQ6,Human,,
1253,P39748,Human,,
1254,Q9GZZ9,Human,,
1255,Q13951,Human,,
1256,Q14703,Human,,
1257,P01130,Human,,
1258,P23526,Human,,
1259,P17812,Human,,
1260,Q6ZMT4,Human,,
1261,Q9UBX1,Human,,
1262,P49798,Human,,
1263,Q9P2E9,Human,,
1264,O95067,Human,,
1265,P49023,Human,,
1266,O43462,Human,,
1267,Q8WY64,Human,,
1268,Q15822,Human,,
1269,O60216,Human,,
1270,O00567,Human,,
1271,Q13618,Human,,
1272,Q9NZJ9,Human,,
1273,Q9C0E8,Human,,
1274,Q9NXR8,Human,,
1275,O60941,Human,,
1276,P56192,Human,,
1277,Q8TBH0,Human,,
1278,Q6UXN9,Human,,
1279,Q96S19,Human,,
1280,P61224,Human,,
1281,Q9Y608,Human,,
1282,P51959,Human,,
1283,P52594,Human,,
1284,Q9BT81,Human,,
1285,P62847,Human,,
1286,Q99829,Human,,
1287,O75330,Human,,
1288,Q9NRR8,Human,,
1289,Q12982,Human,,
1290,Q9UKV0,Human,,
1291,Q8TC44,Human,,
1292,Q8NFL0,Human,,
1293,O43670,Human,,
1294,P54577,Human,,
1295,Q9UIF3,Human,,
1296,Q13519,Human,,
1297,Q15154,Human,,
1298,P31939,Human,,
1299,P61236,Human,,
1300,O15371,Human,,
1301,Q16559,Human,,
1302,Q02363,Human,,
1303,P43307,Human,,
1304,Q9BXW9,Human,,
1305,Q9Y2T2,Human,,
1306,Q99684,Human,,
1307,P09936,Human,,
1308,Q01105,Human,,
1309,Q9Y696,Human,,
1310,P27361,Human,,
1311,Q99963,Human,,
1312,Q9UPY3,Human,,
1313,P53701,Human,,
1314,P20823,Human,,
1315,P49918,Human,,
1316,Q96KR1,Human,,
1317,Q9P109,Human,,
1318,Q9UKX7,Human,,
1319,P37802,Human,,
1320,Q8N441,Human,,
1321,Q2Q1W2,Human,,
1322,P31146,Human,,
1323,O95166,Human,,
1324,Q5SW24,Human,,
1325,P29350,Human,,
1326,Q15637,Human,,
1327,P49281,Human,,
1328,P49279,Human,,
1329,O15503,Human,,
1330,P11678,Human,,
1331,P05164,Human,,
1332,Q9Y5U4,Human,,
1333,P40925,Human,,
1334,P20674,Human,,
1335,Q13642,Human,,
1336,P47944,Human,,
1337,P25713,Human,,
1338,Q14684,Human,,
1339,P56182,Human,,
1340,P14679,Human,,
1341,Q7L576,Human,,
1342,Q2TAL5,Human,,
1343,O95983,Human,,
1344,Q9UIS9,Human,,
1345,P51608,Human,,
1346,O95243,Human,,
1347,P05093,Human,,
1348,Q9BXJ9,Human,,
1349,Q9UBB5,Human,,
1350,P68036,Human,,
1351,Q9Y295,Human,,
1352,O15353,Human,,
1353,Q99685,Human,,
1354,O75626,Human,,
1355,O00409,Human,,
1356,P02788,Human,,
1357,P02787,Human,,
1358,Q92839,Human,,
1359,Q9NZ42,Human,,
1360,Q6SZW1,Human,,
1361,P58753,Human,,
1362,Q9NP60,Human,,
1363,O60603,Human,,
1364,O15455,Human,,
1365,P05198,Human,,
1366,O00206,Human,,
1367,Q8IUC6,Human,,
1368,Q9NR96,Human,,
1369,Q14CM0,Human,,
1370,Q9NYK1,Human,,
1371,Q9NR97,Human,,
1372,O60602,Human,,
1373,Q99836,Human,,
1374,Q9Y2C9,Human,,
1375,Q15399,Human,,
1376,P62736,Human,,
1377,A6NDG6,Human,,
1378,Q13243,Human,,
1379,Q13151,Human,,
1380,Q9Y2S7,Human,,
1381,Q96E39,Human,,
1382,P38159,Human,,
1383,Q8TDY4,Human,,
1384,P06493,Human,,
1385,Q8TDM6,Human,,
1386,P13073,Human,,
1387,P27105,Human,,
1388,P08319,Human,,
1389,P40394,Human,,
1390,P26374,Human,,
1391,P24386,Human,,
1392,Q9NY26,Human,,
1393,P00439,Human,,
1394,P41567,Human,,
1395,Q9H488,Human,,
1396,Q9P0V3,Human,,
1397,P49767,Human,,
1398,P98082,Human,,
1399,O00468,Human,,
1400,P48643,Human,,
1401,P35228,Human,,
1402,Q8IYX4,Human,,
1403,Q9BUZ4,Human,,
1404,Q9H1P3,Human,,
1405,O15234,Human,,
1406,P08913,Human,,
1407,Q6PKG0,Human,,
1408,Q8TBK6,Human,,
1409,P50750,Human,,
1410,Q9NY33,Human,,
1411,P10515,Human,,
1412,P46100,Human,,
1413,P18089,Human,,
1414,Q9NV96,Human,,
1415,Q15007,Human,,
1416,P25490,Human,,
1417,O00459,Human,,
1418,P18825,Human,,
1419,P23409,Human,,
1420,Q9BZR6,Human,,
1421,Q8N474,Human,,
1422,Q969M2,Human,,
1423,Q86UN3,Human,,
1424,Q86UN2,Human,,
1425,Q96C86,Human,,
1426,P78396,Human,,
1427,O00442,Human,,
1428,P28799,Human,,
1429,Q9NZV1,Human,,
1430,Q9Y3B1,Human,,
1431,P51114,Human,,
1432,Q9NPF2,Human,,
1433,Q9Y241,Human,,
1434,Q92747,Human,,
1435,Q9UHQ9,Human,,
1436,Q9BRX8,Human,,
1437,Q7RTS3,Human,,
1438,P09038,Human,,
1439,P51693,Human,,
1440,P24593,Human,,
1441,Q9H2J4,Human,,
1442,P61586,Human,,
1443,Q7Z5B4,Human,,
1444,P10746,Human,,
1445,O43612,Human,,
1446,O60238,Human,,
1447,P62633,Human,,
1448,P62166,Human,,
1449,P27338,Human,,
1450,P21397,Human,,
1451,O00257,Human,,
1452,Q9UBW8,Human,,
1453,Q9H9Q2,Human,,
1454,P17844,Human,,
1455,P04035,Human,,
1456,Q8NCH0,Human,,
1457,Q12837,Human,,
1458,Q9HC52,Human,,
1459,P09769,Human,,
1460,P26447,Human,,
1461,P06703,Human,,
1462,P29033,Human,,
1463,O95452,Human,,
1464,O95377,Human,,
1465,Q9NTQ9,Human,,
1466,P46527,Human,,
1467,Q8IWX8,Human,,
1468,P36382,Human,,
1469,P02671,Human,,
1470,Q9NYP7,Human,,
1471,Q6W2J9,Human,,
1472,Q9Y6H8,Human,,
1473,P50219,Human,,
1474,P17936,Human,,
1475,Q13505,Human,,
1476,O15431,Human,,
1477,Q03135,Human,,
1478,O75431,Human,,
1479,P10767,Human,,
1480,O15534,Human,,
1481,Q9Y5J3,Human,,
1482,P55157,Human,,
1483,P05186,Human,,
1484,Q6HA08,Human,,
1485,P51659,Human,,
1486,P06730,Human,,
1487,O95813,Human,,
1488,Q8N907,Human,,
1489,Q8NI35,Human,,
1490,Q96CW5,Human,,
1491,Q569K6,Human,,
1492,P02749,Human,,
1493,P49005,Human,,
1494,O95602,Human,,
1495,Q96F45,Human,,
1496,P57073,Human,,
1497,Q9BYG0,Human,,
1498,Q9BXL5,Human,,
1499,Q06330,Human,,
1500,Q7Z553,Human,,
1501,Q76N32,Human,,
1502,Q6QHK4,Human,,
1503,Q9UHD8,Human,,
1504,Q9Y4C8,Human,,
1505,Q99518,Human,,
1506,P31513,Human,,
1507,P49326,Human,,
1508,Q01740,Human,,
1509,O00204,Human,,
1510,P13804,Human,,
1511,Q9UHR4,Human,,
1512,P51575,Human,,
1513,Q9UBL9,Human,,
1514,Q99572,Human,,
1515,Q02446,Human,,
1516,Q9NRZ9,Human,,
1517,Q9BRT3,Human,,
1518,Q9H098,Human,,
1519,Q12841,Human,,
1520,P51654,Human,,
1521,Q15723,Human,,
1522,P08758,Human,,
1523,P08133,Human,,
1524,P50995,Human,,
1525,P09525,Human,,
1526,O60481,Human,,
1527,P51674,Human,,
1528,Q13491,Human,,
1529,Q04941,Human,,
1530,P12259,Human,,
1531,P10646,Human,,
1532,P05546,Human,,
1533,P21281,Human,,
1534,Q8TEW0,Human,,
1535,Q9UL63,Human,,
1536,Q5W111,Human,,
1537,O14561,Human,,
1538,O95390,Human,,
1539,O60487,Human,,
1540,P08865,Human,,
1541,P06400,Human,,
1542,P61158,Human,,
1543,Q9UNN5,Human,,
1544,P00540,Human,,
1545,O60832,Human,,
1546,Q15691,Human,,
1547,Q9UEY8,Human,,
1548,Q9H8Y8,Human,,
1549,Q9UHF1,Human,,
1550,P51531,Human,,
1551,A7MBM2,Human,,
1552,Q96I25,Human,,
1553,O00444,Human,,
1554,P62937,Human,,
1555,Q99895,Human,,
1556,P78348,Human,,
1557,Q9UHC3,Human,,
1558,Q9H251,Human,,
1559,Q16515,Human,,
1560,Q96FT7,Human,,
1561,O14924,Human,,
1562,P43308,Human,,
1563,P13929,Human,,
1564,Q9Y2X3,Human,,
1565,Q9H9C1,Human,,
1566,P62380,Human,,
1567,Q6SJ96,Human,,
1568,P68133,Human,,
1569,O95718,Human,,
1570,P06239,Human,,
1571,Q96EK4,Human,,
1572,O00622,Human,,
1573,Q6NYC1,Human,,
1574,Q9H7E2,Human,,
1575,P21810,Human,,
1576,P60484,Human,,
1577,P23945,Human,,
1578,Q92629,Human,,
1579,Q8WUB8,Human,,
1580,O15228,Human,,
1581,P39023,Human,,
1582,P17931,Human,,
1583,O60258,Human,,
1584,Q8TAA9,Human,,
1585,P25398,Human,,
1586,Q8N9L1,Human,,
1587,P62273,Human,,
1588,P62081,Human,,
1589,P62241,Human,,
1590,Q96T25,Human,,
1591,Q9Y3U8,Human,,
1592,Q9NYF0,Human,,
1593,Q07001,Human,,
1594,Q9ULX9,Human,,
1595,O00182,Human,,
1596,O60443,Human,,
1597,Q969P6,Human,,
1598,Q00653,Human,,
1599,Q8IWU9,Human,,
1600,P49711,Human,,
1601,Q00577,Human,,
1602,O15525,Human,,
1603,O60675,Human,,
1604,Q9HBV1,Human,,
1605,Q8NE79,Human,,
1606,Q9H1D0,Human,,
1607,Q9NQA5,Human,,
1608,P53621,Human,,
1609,P53618,Human,,
1610,P35606,Human,,
1611,P09486,Human,,
1612,O60565,Human,,
1613,Q9BX46,Human,,
1614,Q7Z2E3,Human,,
1615,P78352,Human,,
1616,Q3C1V8,Human,,
1617,Q13950,Human,,
1618,P01579,Human,,
1619,Q8TDD2,Human,,
1620,P56159,Human,,
1621,O95164,Human,,
1622,Q14494,Human,,
1623,Q92730,Human,,
1624,P28069,Human,,
1625,O94923,Human,,
1626,O95399,Human,,
1627,O00451,Human,,
1628,O43427,Human,,
1629,Q92882,Human,,
1630,Q9UBE8,Human,,
1631,P34972,Human,,
1632,Q02094,Human,,
1633,P01584,Human,,
1634,P43405,Human,,
1635,Q8WV28,Human,,
1636,P50616,Human,,
1637,Q9NQX1,Human,,
1638,Q92729,Human,,
1639,Q10570,Human,,
1640,Q9BQA5,Human,,
1641,Q00839,Human,,
1642,P20338,Human,,
1643,Q01668,Human,,
1644,Q9C0B2,Human,,
1645,Q86YF9,Human,,
1646,Q15019,Human,,
1647,Q96B86,Human,,
1648,Q6NW40,Human,,
1649,Q13433,Human,,
1650,Q92794,Human,,
1651,Q96MB7,Human,,
1652,O60462,Human,,
1653,Q13099,Human,,
1654,Q9NSP4,Human,,
1655,Q9NWB7,Human,,
1656,Q8IY31,Human,,
1657,Q9Y366,Human,,
1658,Q9UD57,Human,,
1659,Q15270,Human,,
1660,P62841,Human,,
1661,Q96JX3,Human,,
1662,Q9BWG6,Human,,
1663,Q16635,Human,,
1664,P04899,Human,,
1665,P62750,Human,,
1666,P18124,Human,,
1667,P05386,Human,,
1668,P62244,Human,,
1669,Q3ZCQ8,Human,,
1670,Q16850,Human,,
1671,Q9BSQ5,Human,,
1672,Q96GA3,Human,,
1673,Q96T88,Human,,
1674,Q13573,Human,,
1675,Q9BVP2,Human,,
1676,Q14526,Human,,
1677,Q9ULI3,Human,,
1678,Q8WYA0,Human,,
1679,O15514,Human,,
1680,P01215,Human,,
1681,P35237,Human,,
1682,Q9Y291,Human,,
1683,Q14247,Human,,
1684,O60318,Human,,
1685,O14735,Human,,
1686,P07858,Human,,
1687,O15160,Human,,
1688,P55809,Human,,
1689,P50914,Human,,
1690,A6NHQ2,Human,,
1691,P22087,Human,,
1692,Q96B26,Human,,
1693,Q8WTT2,Human,,
1694,Q6NUT2,Human,,
1695,Q2PZI1,Human,,
1696,Q9Y5B0,Human,,
1697,Q96GQ7,Human,,
1698,P09884,Human,,
1699,Q9BRX5,Human,,
1700,Q9NVD7,Human,,
1701,Q14683,Human,,
1702,P61247,Human,,
1703,Q15475,Human,,
1704,P48552,Human,,
1705,Q9NVN8,Human,,
1706,Q7Z392,Human,,
1707,Q9BQG0,Human,,
1708,O15213,Human,,
1709,O00258,Human,,
1710,Q9UBV7,Human,,
1711,A0JLT2,Human,,
1712,Q5M9Q1,Human,,
1713,Q8N5F7,Human,,
1714,Q14677,Human,,
1715,P05091,Human,,
1716,Q8N8D1,Human,,
1717,Q9NVP1,Human,,
1718,P43487,Human,,
1719,Q06945,Human,,
1720,Q96PY6,Human,,
1721,P07384,Human,,
1722,P15056,Human,,
1723,Q9Y4D7,Human,,
1724,Q9BTD8,Human,,
1725,O43597,Human,,
1726,Q15772,Human,,
1727,Q6IMN6,Human,,
1728,P05771,Human,,
1729,Q9Y508,Human,,
1730,P09104,Human,,
1731,Q8WWH4,Human,,
1732,Q9Y644,Human,,
1733,P33151,Human,,
1734,Q9UI14,Human,,
1735,Q9NX63,Human,,
1736,Q9H511,Human,,
1737,Q9UM54,Human,,
1738,P23246,Human,,
1739,Q9UPC5,Human,,
1740,Q53GQ0,Human,,
1741,P25963,Human,,
1742,Q9NQ87,Human,,
1743,Q04864,Human,,
1744,Q9HCM2,Human,,
1745,Q96QK1,Human,,
1746,Q9UHW5,Human,,
1747,Q92482,Human,,
1748,A6NFD8,Human,,
1749,P20618,Human,,
1750,Q04206,Human,,
1751,Q9UK76,Human,,
1752,P21549,Human,,
1753,P08621,Human,,
1754,Q9NY93,Human,,
1755,O15054,Human,,
1756,Q6XUX3,Human,,
1757,Q8NB15,Human,,
1758,A2VDF0,Human,,
1759,A5LHX3,Human,,
1760,Q9UHI5,Human,,
1761,Q9UG01,Human,,
1762,Q12996,Human,,
1763,Q86X45,Human,,
1764,O75533,Human,,
1765,Q9H2M9,Human,,
1766,Q9UHX1,Human,,
1767,Q13563,Human,,
1768,O95755,Human,,
1769,Q15431,Human,,
1770,Q9UI46,Human,,
1771,Q9BWF2,Human,,
1772,Q96CN9,Human,,
1773,Q96NG3,Human,,
1774,Q8NBX0,Human,,
1775,Q8IXU6,Human,,
1776,Q9NVN3,Human,,
1777,O43424,Human,,
1778,Q13415,Human,,
1779,P09012,Human,,
1780,Q969H8,Human,,
1781,O14777,Human,,
1782,Q9NYQ6,Human,,
1783,Q9P0L9,Human,,
1784,Q8N9T8,Human,,
1785,A5YKK6,Human,,
1786,P09758,Human,,
1787,P16422,Human,,
1788,P23297,Human,,
1789,Q8IZS8,Human,,
1790,Q9H3M7,Human,,
1791,O14672,Human,,
1792,Q9Y4P1,Human,,
1793,Q8N137,Human,,
1794,Q12834,Human,,
1795,P61421,Human,,
1796,Q9NRX2,Human,,
1797,Q96FZ7,Human,,
1798,Q9C0J8,Human,,
1799,Q96JP9,Human,,
1800,Q9P2V4,Human,,
1801,Q00610,Human,,
1802,Q9H6Y2,Human,,
1803,Q9UKI8,Human,,
1804,P04921,Human,,
1805,Q9BWV1,Human,,
1806,P30291,Human,,
1807,Q92664,Human,,
1808,Q9NPE3,Human,,
1809,Q15046,Human,,
1810,P20827,Human,,
1811,O00178,Human,,
1812,Q3B726,Human,,
1813,P30876,Human,,
1814,Q9UKT4,Human,,
1815,O75665,Human,,
1816,O43395,Human,,
1817,P35249,Human,,
1818,Q53H80,Human,,
1819,P16615,Human,,
1820,P11274,Human,,
1821,Q32MK0,Human,,
1822,Q7LG56,Human,,
1823,Q969V3,Human,,
1824,Q9UPN9,Human,,
1825,Q9NX76,Human,,
1826,Q9NTN3,Human,,
1827,Q9NQM4,Human,,
1828,Q01970,Human,,
1829,P53350,Human,,
1830,P06746,Human,,
1831,Q53GS7,Human,,
1832,Q9UHB9,Human,,
1833,Q9H8V3,Human,,
1834,P49591,Human,,
1835,P61221,Human,,
1836,P14061,Human,,
1837,Q7L2H7,Human,,
1838,P84098,Human,,
1839,Q16864,Human,,
1840,P36575,Human,,
1841,O15226,Human,,
1842,Q8WUT9,Human,,
1843,P40937,Human,,
1844,P43243,Human,,
1845,P08648,Human,,
1846,Q12874,Human,,
1847,P48065,Human,,
1848,Q8TBG9,Human,,
1849,P16499,Human,,
1850,P32969,Human,,
1851,Q8NBR6,Human,,
1852,Q33E94,Human,,
1853,Q8NFV4,Human,,
1854,Q5SYE7,Human,,
1855,Q6WBX8,Human,,
1856,Q9H0H5,Human,,
1857,P59910,Human,,
1858,Q8WZ75,Human,,
1859,O43813,Human,,
1860,Q9BZE4,Human,,
1861,Q9BWJ5,Human,,
1862,Q8N8A6,Human,,
1863,Q86UU0,Human,,
1864,P37059,Human,,
1865,P11216,Human,,
1866,P11940,Human,,
1867,Q7Z6E9,Human,,
1868,Q9UBU9,Human,,
1869,Q8N0S6,Human,,
1870,Q5W0Q7,Human,,
1871,P57076,Human,,
1872,P62306,Human,,
1873,P46779,Human,,
1874,Q9Y2P8,Human,,
1875,Q01518,Human,,
1876,Q53T94,Human,,
1877,Q5JYT7,Human,,
1878,P35243,Human,,
1879,P08581,Human,,
1880,Q14D04,Human,,
1881,P14210,Human,,
1882,O14523,Human,,
1883,P78413,Human,,
1884,P78412,Human,,
1885,O43897,Human,,
1886,Q9BVH7,Human,,
1887,Q15843,Human,,
1888,O43426,Human,,
1889,Q68G74,Human,,
1890,Q9UPM6,Human,,
1891,Q8NG41,Human,,
1892,O75369,Human,,
1893,O00461,Human,,
1894,Q13823,Human,,
1895,Q8TAD8,Human,,
1896,Q8NEV4,Human,,
1897,P36507,Human,,
1898,Q9Y4I1,Human,,
1899,Q96DN6,Human,,
1900,P78369,Human,,
1901,O14983,Human,,
1902,P11021,Human,,
1903,P04080,Human,,
1904,Q96A98,Human,,
1905,Q13442,Human,,
1906,Q9Y624,Human,,
1907,P13994,Human,,
1908,Q9UN72,Human,,
1909,Q9UN74,Human,,
1910,O14641,Human,,
1911,Q15041,Human,,
1912,Q9GZX7,Human,,
1913,Q15080,Human,,
1914,Q9NV56,Human,,
1915,Q9NRS4,Human,,
1916,O43909,Human,,
1917,Q93063,Human,,
1918,Q8IXZ3,Human,,
1919,P52747,Human,,
1920,O00587,Human,,
1921,P49589,Human,,
1922,Q8NFJ8,Human,,
1923,Q96QZ7,Human,,
1924,P51808,Human,,
1925,Q8IZJ1,Human,,
1926,Q96A72,Human,,
1927,P61326,Human,,
1928,P04156,Human,,
1929,Q5T6X5,Human,,
1930,P20916,Human,,
1931,P02786,Human,,
1932,Q9UP52,Human,,
1933,P52209,Human,,
1934,Q9P2R3,Human,,
1935,O43149,Human,,
1936,O75364,Human,,
1937,O15297,Human,,
1938,P78540,Human,,
1939,P23528,Human,,
1940,Q12846,Human,,
1941,P09429,Human,,
1942,Q9Y328,Human,,
1943,O00560,Human,,
1944,Q9H190,Human,,
1945,Q92785,Human,,
1946,Q9H467,Human,,
1947,P24863,Human,,
1948,P23396,Human,,
1949,P60660,Human,,
1950,P63218,Human,,
1951,Q9P2U8,Human,,
1952,P56537,Human,,
1953,P09622,Human,,
1954,Q9H3H3,Human,,
1955,Q658Y4,Human,,
1956,Q8N5K1,Human,,
1957,Q9P0J7,Human,,
1958,Q96CT7,Human,,
1959,Q7L9B9,Human,,
1960,Q96QK8,Human,,
1961,Q96FI4,Human,,
1962,P28066,Human,,
1963,Q9H3L0,Human,,
1964,Q15493,Human,,
1965,Q8TCJ0,Human,,
1966,P55039,Human,,
1967,Q96P53,Human,,
1968,Q9UL26,Human,,
1969,Q9Y6Q5,Human,,
1970,Q96FX8,Human,,
1971,Q7RTS6,Human,,
1972,P20393,Human,,
1973,O75762,Human,,
1974,Q9BYC5,Human,,
1975,P27708,Human,,
1976,O00623,Human,,
1977,Q9Y345,Human,,
1978,P48067,Human,,
1979,Q9P2U7,Human,,
1980,P13639,Human,,
1981,Q8IUC4,Human,,
1982,P68366,Human,,
1983,Q9UKM9,Human,,
1984,Q8TED0,Human,,
1985,Q4VC05,Human,,
1986,Q96KP4,Human,,
1987,A6NHL2,Human,,
1988,Q96EE3,Human,,
1989,Q14019,Human,,
1990,P45880,Human,,
1991,O75436,Human,,
1992,P54727,Human,,
1993,Q8WUH6,Human,,
1994,Q9Y276,Human,,
1995,Q9Y484,Human,,
1996,Q9UGI8,Human,,
1997,O75832,Human,,
1998,Q96B02,Human,,
1999,A4D1P6,Human,,
2000,Q86W74,Human,,
2001,Q99622,Human,,
2002,O60506,Human,,
2003,Q96NC0,Human,,
2004,P54920,Human,,
2005,Q9H9A6,Human,,
2006,Q8N2R8,Human,,
2007,Q9H4E7,Human,,
2008,O75368,Human,,
2009,Q9HD42,Human,,
2010,O15258,Human,,
2011,Q9NZD8,Human,,
2012,Q96BN2,Human,,
2013,P50990,Human,,
2014,O95453,Human,,
2015,O75792,Human,,
2016,P32754,Human,,
2017,Q15006,Human,,
2018,P60520,Human,,
2019,Q9Y5V0,Human,,
2020,Q5HYI8,Human,,
2021,P20472,Human,,
2022,Q6ZMI3,Human,,
2023,P48449,Human,,
2024,Q9Y5R2,Human,,
2025,Q9BSJ8,Human,,
2026,P09669,Human,,
2027,Q15785,Human,,
2028,Q63ZY3,Human,,
2029,Q8TBF2,Human,,
2030,Q6UWV2,Human,,
2031,Q15113,Human,,
2032,O43143,Human,,
2033,Q99471,Human,,
2034,Q14839,Human,,
2035,P20226,Human,,
2036,Q86YN6,Human,,
2037,P32121,Human,,
2038,Q9H4S2,Human,,
2039,O75031,Human,,
2040,Q9H4M3,Human,,
2041,Q14344,Human,,
2042,P29279,Human,,
2043,P22914,Human,,
2044,Q12983,Human,,
2045,Q96L33,Human,,
2046,P06396,Human,,
2047,P07947,Human,,
2048,Q7RTP6,Human,,
2049,P04792,Human,,
2050,Q9UBD6,Human,,
2051,O75603,Human,,
2052,P62495,Human,,
2053,P50395,Human,,
2054,Q16630,Human,,
2055,Q15365,Human,,
2056,Q15366,Human,,
2057,O75175,Human,,
2058,P24534,Human,,
2059,Q9HCK1,Human,,
2060,Q9NWT1,Human,,
2061,P60953,Human,,
2062,A6NIH7,Human,,
2063,Q9UNM6,Human,,
2064,Q12999,Human,,
2065,O95630,Human,,
2066,Q96G75,Human,,
2067,Q9P0I2,Human,,
2068,P61960,Human,,
2069,O15498,Human,,
2070,Q9UMY4,Human,,
2071,O75083,Human,,
2072,O43684,Human,,
2073,P52954,Human,,
2074,Q5VUM1,Human,,
2075,Q9BVA6,Human,,
2076,Q15020,Human,,
2077,Q9ULV4,Human,,
2078,Q9Y5L3,Human,,
2079,Q8WX92,Human,,
2080,Q9H9B1,Human,,
2081,Q14746,Human,,
2082,Q8N414,Human,,
2083,O15370,Human,,
2084,P00491,Human,,
2085,Q96EP9,Human,,
2086,O75879,Human,,
2087,A6NCL7,Human,,
2088,Q96C74,Human,,
2089,P21673,Human,,
2090,Q96K58,Human,,
2091,O75150,Human,,
2092,P57727,Human,,
2093,Q13191,Human,,
2094,Q9P270,Human,,
2095,P10645,Human,,
2096,Q13572,Human,,
2097,O95433,Human,,
2098,Q9UBV2,Human,,
2099,Q92542,Human,,
2100,P57060,Human,,
2101,Q9Y5Z4,Human,,
2102,O75509,Human,,
2103,Q8WX93,Human,,
2104,P12034,Human,,
2105,Q9Y490,Human,,
2106,Q13432,Human,,
2107,Q9GZV9,Human,,
2108,P07910,Human,,
2109,Q16775,Human,,
2110,Q9NP61,Human,,
2111,O43447,Human,,
2112,O60264,Human,,
2113,P24941,Human,,
2114,Q03692,Human,,
2115,P00505,Human,,
2116,P04278,Human,,
2117,P55345,Human,,
2118,P78426,Human,,
2119,Q8WUW1,Human,,
2120,Q15063,Human,,
2121,Q00765,Human,,
2122,P41222,Human,,
2123,O60678,Human,,
2124,Q86X55,Human,,
2125,Q96LA8,Human,,
2126,Q9NVM4,Human,,
2127,Q9NR22,Human,,
2128,P20908,Human,,
2129,Q9BXN1,Human,,
2130,Q96CW1,Human,,
